회차,1등총당첨액,2등총당첨액,3등총당첨액,4등총당첨액,5등총당첨액,인당1등당첨액,인당2등당첨액,인당3등당첨액,인당4등당첨액,인당5등당첨액,1등당첨인원수,2등당첨인원수,3등당첨인원수,4등당첨인원수,5등당첨인원수,총판매금액
214,11255847000,1875974508,1875974692,3752011827,5838125000,1406980875,52110403,1309124,53433,5000,8,36,1433,70219,1167625,49195740000
215,11113827305,1852304576,1852305312,3704653764,5314835000,1587689615,57884518,1484219,56218,5000,7,32,1248,65898,1062967,47675761000
216,11030579404,1838429901,1838430080,3676919734,5786710000,848506108,29181427,703840,46441,5000,13,63,2612,79174,1157342,48342018000
217,11278723204,1879787221,1879787376,3759605756,5332450000,1611246172,64820249,1558696,58601,5000,7,29,1206,64156,1066490,48260644000
218,11116303200,1852717204,1852717443,3705437460,4981985000,2779075800,71258354,1540081,61255,5000,4,26,1203,60492,996397,47018314000
219,10875682503,1812613772,1812613984,3625253527,5325735000,1208409167,44210092,1402952,56743,5000,9,41,1292,63889,1065147,46903745000
220,11748569700,1958094964,1958095845,3916248536,5610750000,1958094950,69931963,1486785,58216,5000,6,28,1317,67271,1122150,50383399000
221,10800625500,1800104284,1800104544,3600224349,5836025000,1800104250,40911461,1119468,47711,5000,6,44,1608,75459,1167205,47674135000
222,11375969100,1895994870,1895995465,3792002874,4907650000,2275193820,57454390,1715833,66418,5000,5,33,1105,57093,981530,47735197000
223,10487194200,1747865730,1747866504,3495751038,5539780000,1498170600,44817070,1234369,51782,5000,7,39,1416,67509,1107956,46036874000
224,10853819700,1808969968,1808970858,3617984397,5127855000,1808969950,69575768,1562151,59753,5000,6,26,1158,60549,1025571,46435109000
225,10663210800,1777201826,1777202856,3554419888,5403990000,1777201800,43346386,1380888,54448,5000,6,41,1287,65281,1080798,46352016000
226,10464600900,1744100174,1744101180,3488233364,5131820000,1744100150,45897373,1336476,54439,5000,6,38,1305,64076,1026364,45145643000
227,10507084800,1751180808,1751181259,3502396693,4710580000,5253542400,72965867,1587653,61811,5000,2,24,1103,56663,942116,44444776000
228,10320303006,1720050501,1720051182,3440156244,5181545000,1146700334,44103859,1285539,52122,5000,9,39,1338,66002,1036309,44764100000
229,10160087700,1693347957,1693348544,3386733744,5448015000,1451441100,62716591,1290662,50156,5000,7,27,1312,67524,1089603,44762989000
230,10343433304,1723905550,1723905689,3447811740,4856620000,1292929163,68956222,1662397,61190,5000,8,25,1037,56346,971324,44191351000
231,9795293100,1632548856,1632549772,3265129861,4852325000,1088365900,85923624,1288516,55051,5000,9,19,1267,59311,970465,42355627000
232,9998265600,1666377612,1666377704,3332810000,5118540000,1110918400,92576534,1314178,51274,5000,9,18,1268,65000,1023708,43564632000
233,9991537500,1665256268,1665256866,3330551565,5105840000,999153750,64048318,1307109,53259,5000,10,26,1274,62535,1021168,43516805000
234,10078975500,1679829265,1679829787,3359658642,4608750000,2519743875,73036055,1601363,61167,5000,4,23,1049,54926,921750,42814085000
235,10299990300,1716665063,1716665238,3433359036,4507045000,3433330100,59195347,1457271,57657,5000,3,29,1178,59548,901409,43347391000
236,10060080300,1676680076,1676680470,3353407440,4704135000,5030040150,40894636,1602945,61553,5000,2,41,1046,54480,940827,42941871000
237,10084415103,1680735888,1680736050,3361497588,4871785000,1440630729,43095792,1530725,58626,5000,7,39,1098,57338,974357,43358287000
238,10094945103,1682490854,1682491252,3364989240,4651330000,1121660567,58016926,1578322,61640,5000,9,29,1066,54591,930266,42952477000
239,10207261503,1701210267,1701211056,3402437850,4636180000,1134140167,58662423,1570832,60921,5000,9,29,1083,55850,927236,43296565000
240,10196502900,1699417160,1699417152,3398839488,4807550000,5098251450,60693470,1567728,59238,5000,2,28,1084,57376,961510,43603443000
241,10208065200,1701344224,1701344635,3402689061,4610005000,2552016300,50039536,1759405,63267,5000,4,34,967,53783,922001,43246894000
242,9876339000,1646056512,1646056830,3292120184,4879315000,1234542375,45723792,1322134,54286,5000,8,36,1245,60644,975863,42679760000
243,9635400000,1605900027,1605900384,3211839990,4593415000,2408850000,55375863,1474656,59418,5000,4,29,1089,54055,918683,41304830000
244,9121583100,1520263850,1520264888,3040540290,4502885000,9121583100,60810554,1387103,55353,5000,1,25,1096,54930,900577,39411047000
245,9678081903,1613013675,1613013948,3226053755,4797175000,1382583129,46086105,1477119,56159,5000,7,35,1092,57445,959435,41854623000
246,9558871200,1593145216,1593145626,3186335200,4795125000,1911774240,61274816,1231179,53462,5000,5,26,1294,59600,959025,41453154000
247,10015883400,1669313921,1669314591,3338647104,4422710000,1669313900,57562549,1638189,63856,5000,6,29,1019,52284,884542,42231698000
248,9819834904,1636639152,1636639620,3273305528,4807810000,1227479363,71158224,1417004,55624,5000,8,23,1155,58847,961562,42348403000
249,9981412200,1663568702,1663568830,3327186852,4633880000,1663568700,57364438,1423070,59378,5000,6,29,1169,56034,926776,42539134000
250,9973631400,1662271900,1662272110,3324565888,4438685000,1994726280,97780700,1581610,64771,5000,5,17,1051,51328,887737,42122808000
251,10260931200,1710155200,1710155754,3420313295,5144955000,1282616400,42753880,1376937,55153,5000,8,40,1242,62015,1028991,44493014000
252,9737628005,1622938008,1622938828,3245876565,4374580000,1391089715,67622417,1493044,62547,5000,7,24,1087,51895,874916,41207920000
253,9864758100,1644126360,1644127191,3288266736,4713410000,2466189525,82206318,1406439,57604,5000,4,20,1169,57084,942682,42309347000
254,9741015900,1623502650,1623503525,3247018992,4894530000,9741015900,49197050,1325309,54852,5000,1,33,1225,59196,978906,42259113000
255,9591711300,1598618554,1598618664,3197239758,4726485000,1598618550,122970658,1516716,57689,5000,6,13,1054,55422,945297,41425341000
256,9782034000,1630339032,1630340120,3260679250,4694900000,4891017000,47951148,1367735,57230,5000,2,34,1192,56975,938980,41996580000
257,9565508100,1594251360,1594251738,3188503092,4774305000,2391377025,88569520,1292986,54996,5000,4,18,1233,57977,954861,41433637000
258,9705737400,1617622916,1617624028,3235279894,4505985000,2426434350,57772247,938297,59213,5000,4,28,1724,54638,901197,41364428000
259,9677067000,1612844500,1612845070,3225728000,4324340000,4838533500,64513780,1565869,64000,5000,2,25,1030,50402,864868,40905570000
260,9240342300,1540057064,1540057848,3080158718,4669535000,2310085575,59232964,1199422,52871,5000,4,26,1284,58258,933907,40140211000
261,9576897300,1596149568,1596149952,3192316345,4646025000,3192299100,49879674,1445788,56717,5000,3,32,1104,56285,929205,41215041000
262,9037483200,1506247218,1506248128,3012521562,4553645000,4518741600,71726058,1361888,54966,5000,2,21,1106,54807,910729,39232234000
263,9310229400,1551704904,1551705732,3103418340,4321515000,1551704900,57470552,1656036,61466,5000,6,27,937,50490,864303,39677128000
264,9414224400,1569037419,1569038388,3138113632,4201215000,1344889200,58112497,1498604,62642,5000,7,27,1047,50096,840243,39783178000
265,9606708600,1601118106,1601118660,3202271394,4445780000,1200838575,84269374,1585266,60459,5000,8,19,1010,52966,889156,40913922000
266,9621635100,1603605852,1603606476,3207219320,4932475000,3207211700,44544607,1343054,54526,5000,3,36,1194,58820,986495,41937067000
267,9772989900,1628831652,1628832268,3257681322,4629610000,3257663300,58172559,1427548,59122,5000,3,28,1141,55101,925922,41835853000
268,9456681605,1576113630,1576114572,3152232720,4845765000,1350954515,45031818,1157206,50960,5000,7,35,1362,61857,969153,41213802000
269,9806999700,1634499966,1634500062,3269013510,4333810000,1961399940,74295453,1611933,64715,5000,5,22,1014,50514,866762,41357619000
270,9639150300,1606525056,1606525758,3213071268,4857425000,1927830060,50203908,1293499,53724,5000,5,32,1242,59807,971485,41845351000
271,9395508900,1565918172,1565919256,3131863362,4780635000,1565918150,55925649,1246751,52709,5000,6,28,1256,59418,956127,40879633000
272,9941605200,1656934227,1656935540,3313876761,5085995000,1104622800,42485493,1209442,52419,5000,9,39,1370,63219,1017199,43310674000
273,10018629300,1669771551,1669772440,3339546752,4710390000,3339543100,79512931,1523515,59431,5000,3,21,1096,56192,942078,42816211000
274,10020342300,1670057086,1670057136,3340146255,4615285000,2505085575,45136678,1331784,58277,5000,4,37,1254,57315,923057,42631711000
275,10044066900,1674011150,1674012065,3348045141,4424795000,10044066900,88105850,1689215,64813,5000,1,19,991,51657,884959,42329813000
276,9937707000,1656284523,1656284922,3312617352,4720960000,3312569000,53428533,1426602,55308,5000,3,31,1161,59894,944192,42567610000
277,9817883400,1636313920,1636314576,3272651181,4571215000,3272627800,52784320,1482169,59211,5000,3,31,1104,55271,914243,41868708000
278,9559590000,1593265005,1593265806,3186563324,4611440000,3186530000,59009815,1463054,57268,5000,3,27,1089,55643,922288,41088180000
279,9571026600,1595171124,1595171200,3190365286,4613560000,1914205320,59080412,1466150,57566,5000,5,27,1088,55421,922712,41130542000
280,9486809703,1581134958,1581135080,3162276495,4525650000,1355258529,58560554,1380904,58653,5000,7,27,1145,53915,905130,40673999000
281,9328099200,1554683205,1554683592,3109412159,4853425000,1554683200,42018465,1042712,41713,5000,6,37,1491,74543,970685,40800514000
282,9254368501,1542394752,1542395405,3084799410,5101640000,1322052643,48199836,1012735,46530,5000,7,32,1523,66297,1020328,41051175000
283,9411673800,1568612304,1568613169,3137266734,4380535000,3137224600,65358846,1478429,59206,5000,3,24,1061,52989,876107,40133316000
284,9352920900,1558820158,1558820715,3117678067,4298500000,3117640300,111344297,1632273,61691,5000,3,14,955,50537,859700,39773403000
285,9493110300,1582185072,1582185546,3164417515,4360585000,3164370100,60853272,1555738,61705,5000,3,26,1017,51283,872117,40364871000
286,9709698900,1618283151,1618283338,3236580822,4289410000,3236566300,59936413,1566586,66246,5000,3,27,1033,48857,857882,40944483000
287,9300599700,1550099978,1550100370,3100203117,4810745000,1328657100,41894594,1165489,51161,5000,7,37,1330,60597,962149,40623489000
288,9429046200,1571507712,1571508576,3143038038,4269990000,2357261550,65479488,1488171,62553,5000,4,24,1056,50246,853998,39970134000
289,0,1530280656,1530281212,3060582021,4400515000,0,63761694,1501748,58541,5000,0,24,1019,52281,880103,39406643000
290,27939787512,3126350650,3126352523,6252784896,8917645000,2149214424,51251650,1361059,58573,5000,13,61,2297,106752,1783529,80362302000
291,10154096400,1692349425,1692349566,3384703872,5148215000,1450585200,43393575,1379258,54144,5000,7,39,1227,62513,1029643,44143418000
292,10085235300,1680872556,1680873264,3361774608,4888590000,720373950,45428988,995778,50256,5000,14,37,1688,66893,977718,43394631000
293,9940586400,1656764403,1656765488,3313549812,4632210000,1656764400,78893543,1435672,54268,5000,6,21,1154,61059,926442,42399708000
294,9626019900,1604336656,1604337699,3208690320,4738540000,2406504975,61705256,1411027,56496,5000,4,26,1137,56795,947708,41563813000
295,0,1637216750,1637217691,3274438256,4751900000,0,62969875,1616207,59131,5000,0,26,1013,55376,950380,42248135000
296,24528706200,2450900995,2450901998,4901822610,7179940000,3066088275,46243415,1186303,54498,5000,8,53,2066,89945,1435988,63377899000
297,10113337500,1685556264,1685556375,3371150256,4965175000,5056668750,60198438,1322005,55032,5000,2,28,1275,61258,993035,43641475000
298,9909778500,1651629760,1651630101,3303265170,5059540000,9909778500,41290744,1220717,51970,5000,1,40,1353,63561,1011908,43151675000
299,10386407703,1731067971,1731068716,3462141550,4921275000,1483772529,59691999,1548362,59575,5000,7,29,1118,58114,984255,44463909000
300,10033109100,1672184872,1672185552,3344415678,5510675000,836092425,49181908,1180922,47646,5000,12,34,1416,70193,1102135,44465047000
301,10131695105,1688615859,1688616283,3377293916,5302430000,1447385015,35927997,1328573,51361,5000,7,47,1271,65756,1060486,44377177000
302,10944334500,1824055772,1824056010,3648158800,4950745000,5472167250,41455813,1608515,61360,5000,2,44,1134,59455,990149,46382605000
303,10036494000,1672749000,1672749528,3345520094,4693390000,1672749000,57681000,1444516,59459,5000,6,29,1158,56266,938678,42841760000
304,9969876900,1661646172,1661646500,3323315824,4962865000,1661646150,44909356,1165250,53519,5000,6,37,1426,62096,992573,43158653000
305,10041050700,1673508458,1673509410,3347069418,5245245000,2008210140,49220837,1215330,50589,5000,5,34,1377,66162,1049049,43960659000
306,10513347600,1752224617,1752224732,3504503714,4688485000,2102669520,76183679,1437428,61822,5000,5,23,1219,56687,937697,44421462000
307,10350573000,1725095512,1725095944,3450249000,4689540000,2587643250,61610554,1465672,58085,5000,4,28,1177,59400,937908,43880990000
308,10232872800,1705478814,1705479432,3410965289,4614920000,10232872800,63165882,1743844,63461,5000,1,27,978,53749,922984,43339416000
309,9917852406,1652975400,1652975490,3305972250,5549010000,901622946,66119016,1189191,47826,5000,11,25,1390,69125,1109802,44157528000
310,10373706600,1728951116,1728951096,3457932128,4569530000,1296713325,59619004,1592036,64088,5000,8,29,1086,53956,913906,43718082000
311,9901528504,1650254774,1650254976,3300541000,5102060000,1237691063,38378018,1210752,50950,5000,8,43,1363,64780,1020412,43209215000
312,9435267300,1572544604,1572545088,3145154074,5402250000,629017820,27112838,761892,34211,5000,15,58,2064,91934,1080450,42255391000
313,10292536800,1715422800,1715423360,3430870164,4681820000,1715422800,65977800,1531628,61548,5000,6,26,1120,55743,936364,43672096000
314,9963073200,1660512216,1660512348,3321075784,4558925000,1660512200,69188009,1556244,60502,5000,6,24,1067,54892,911785,42328094000
315,10469829000,1744971520,1744971902,3489948837,4719875000,1308728625,54530360,1641554,62091,5000,8,32,1063,56207,943975,44339180000
316,10041518400,1673586404,1673587740,3347188252,5301020000,1673586400,57709876,1197130,48967,5000,6,29,1398,68356,1060204,44073768000
317,10305034200,1717505700,1717506624,3435018680,4892500000,2576258550,68700228,1517232,59672,5000,4,25,1132,57565,978500,44135114000
318,10866929400,1811154912,1811155261,3622336887,5220315000,1207436600,64684104,1311481,56531,5000,9,28,1381,64077,1044063,46663728000
319,10678296900,1779716172,1779716485,3559465170,4920430000,2135659380,68450622,1546235,59833,5000,5,26,1151,59490,984086,45435183000
320,11026135800,1837689300,1837690271,3675413132,4953050000,5513067900,73507572,1699991,64412,5000,2,25,1081,57061,990610,46659886000
321,11754816600,1959136130,1959137224,3918335360,5717630000,1959136100,55975318,1535374,56960,5000,6,35,1276,68791,1143526,50617982000
322,11427268200,1904544724,1904545415,3809140982,5428700000,1904544700,65673956,1300031,56158,5000,6,29,1465,67829,1085740,48948294000
323,11688203104,1948033854,1948034850,3896111660,5124400000,1461025388,72149402,1657902,64085,5000,8,27,1175,60796,1024880,49209477000
324,11190782100,1865130360,1865130608,3730262830,5342855000,1865130350,46628259,1518836,59710,5000,6,40,1228,62473,1068571,47988317000
325,10836734700,1806122472,1806123180,3612252833,5257265000,1806122450,54730984,1435710,57677,5000,6,33,1258,62629,1051453,46636979000
326,10992807300,1832134565,1832135310,3664302399,5290930000,1832134550,59101115,1372386,57177,5000,6,31,1335,64087,1058186,47224551000
327,10592097000,1765349508,1765350234,3530698485,5242285000,882674750,45265372,1421377,55515,5000,12,39,1242,63599,1048457,45791560000
328,10918775400,1819795920,1819796340,3639609630,5460535000,1819795900,60659864,1318693,54657,5000,6,30,1380,66590,1092107,47316988000
329,10982347200,1830391200,1830391425,3660817336,5295340000,1830391200,55466400,1506495,58376,5000,6,33,1215,62711,1059068,47198504000
330,10460521800,1743420320,1743421644,3486863250,5495545000,1162280200,54481885,1218324,50370,5000,9,32,1431,69225,1099109,45859496000
331,10829513100,1804918860,1804919025,3609893322,5271545000,2165902620,40109308,1322285,55866,5000,5,45,1365,64617,1054309,46641467000
332,10875587104,1812597884,1812598164,3625221637,4895300000,1359448388,48989132,1650818,60589,5000,8,37,1098,59833,979060,46042557000
333,10856910001,1809485028,1809486315,3619017066,4914685000,1550987143,50263473,1325631,60326,5000,7,36,1365,59991,982937,46019070000
334,10661020804,1776836827,1776837330,3553695474,4451460000,1523002972,57317317,1684206,67934,5000,7,31,1055,52311,890292,44439656000
335,10187462400,1697910424,1697911566,3395820946,5009635000,2037492480,60639658,1389453,56057,5000,5,28,1222,60578,1001927,43977478000
336,10113795900,1685632650,1685632809,3371269314,4678340000,1685632650,56187755,1704381,61422,5000,6,30,989,54887,935668,43069333000
337,10060004104,1676667366,1676668530,3353391104,4949560000,1257500513,50808102,1404245,56462,5000,8,33,1194,59392,989912,43432467000
338,10150293000,1691715519,1691716398,3383462772,4650855000,3383431000,43377321,1506426,62091,5000,3,39,1123,54492,930171,43136020000
339,9871005006,1645167520,1645168050,3290372580,4566145000,1096778334,51411485,1486150,60324,5000,9,32,1107,54545,913229,42035640000
340,10075752302,1679292055,1679293125,3358600168,4653140000,1439393186,47979773,1492705,59752,5000,7,35,1125,56209,930628,42892121000
341,10480454404,1746742404,1746743245,3493514248,4893800000,1497207772,52931588,1414367,59458,5000,7,33,1235,58756,978760,44722448000
342,10362287400,1727047904,1727048587,3454118033,4620615000,3454095800,59553376,1467331,61517,5000,3,29,1177,56149,924123,43782188000
343,10302918000,1717153017,1717153616,3434316548,4656700000,1717153000,59212173,1566746,63842,5000,6,29,1096,53794,931340,43656460000
344,10269745801,1711624304,1711624586,3423262128,4803200000,1467106543,74418448,1547581,60593,5000,7,23,1106,56496,960640,43838886000
345,10407155100,1734525884,1734525896,3469080468,4420210000,5203577550,45645418,1687282,68394,5000,2,38,1028,50722,884042,43530937000
346,10088636700,1681439474,1681439850,3362932755,4616800000,2017727340,64670749,1467225,61695,5000,5,26,1146,54509,923360,42862389000
347,10196370002,1699395036,1699396078,3398843866,5115920000,1456624286,44720922,1214722,53306,5000,7,38,1399,63761,1023184,44219740000
348,9899982000,1649997018,1649998168,3300006702,4893185000,3299994000,44594514,1350244,50233,5000,3,37,1222,65694,978637,42786310000
349,10059627000,1676604532,1676605600,3353249718,4950890000,3353209000,45313636,1435450,56511,5000,3,37,1168,59338,990178,43433870000
350,9909472203,1651578710,1651578705,3303200340,4824760000,1101052467,71807770,1379765,57527,5000,9,23,1197,57420,964952,42681094000
351,10333428600,1722238109,1722238914,3444478368,4751365000,2583357150,59387521,1514722,62094,5000,4,29,1137,55472,950273,43947492000
352,10397149500,1732858257,1732859062,3465732110,5031190000,1732858250,59753733,1486157,58810,5000,6,29,1166,58931,1006238,44719545000
353,10581676500,1763612757,1763613134,3527249586,4640335000,5290838250,60814233,1692527,65058,5000,2,29,1042,54217,928067,44552925000
354,10622321700,1770386970,1770387216,3540827466,4650975000,2124464340,52070205,1745944,65187,5000,5,34,1014,54318,930195,44709689000
355,10727124000,1787854008,1787854184,3575719540,4629985000,2145424800,74493917,1634236,66058,5000,5,24,1094,54130,925997,45017050000
356,10414667403,1735777929,1735778790,3471616282,4984700000,1157185267,46912917,1374330,56761,5000,9,37,1263,61162,996940,44684958000
357,10626788700,1771131474,1771132176,3542273721,4904890000,5313394350,65597462,1587036,62643,5000,2,27,1116,56547,980978,45232409000
358,10417964700,1736327472,1736328216,3472680348,5462640000,3472654900,39461988,1256388,50884,5000,3,44,1382,68247,1092528,45651829000
359,10293700800,1715616814,1715617656,3431256626,5487960000,1286712600,46368022,1036001,46822,5000,8,37,1656,73283,1097592,45288256000
360,10700148600,1783358115,1783358320,3566732229,5025935000,3566716200,54041155,1476290,59139,5000,3,33,1208,60311,1005187,45719032000
361,10311805805,1718634312,1718634379,3437323533,5344995000,1473115115,50548068,1174733,51039,5000,7,34,1463,67347,1068999,45062676000
362,10376547900,1729424658,1729425453,3458884604,4873935000,1729424650,66516333,1474361,60898,5000,6,26,1173,56798,974787,44336363000
363,10463642400,1743940407,1743940992,3487888072,4992570000,2615910600,52846679,1434162,58451,5000,4,33,1216,59672,998514,44863948000
364,10127659200,1687943219,1687943818,3375940095,5216570000,2531914800,45620087,1340702,53421,5000,4,37,1259,63195,1043314,44192004000
365,10697716800,1782952815,1782953338,3565964232,5073505000,10697716800,50941509,1509698,57081,5000,1,35,1181,62472,1014701,45806066000
366,10703107800,1783851303,1783851762,3567704107,5142570000,5351553900,45739777,1103186,49921,5000,2,39,1617,71467,1028514,45962166000
367,11072156102,1845359386,1845359889,3690732096,4776060000,1581736586,49874578,1759161,66912,5000,7,37,1049,55158,955212,46459307000
368,10260775805,1710129314,1710129845,3420311400,4771730000,1465825115,45003403,1431071,59400,5000,7,38,1195,57581,954346,43746046000
369,11053066500,1842177759,1842178871,3684358852,4936360000,1842177750,59425089,1592203,62044,5000,6,31,1157,59383,987272,46716275000
370,11752593601,1958765600,1958766368,3917580849,5293670000,1678941943,61211425,1677026,64701,5000,7,32,1168,60549,1058734,49762652000
371,10668913801,1778152313,1778152560,3556333132,5140060000,1524130543,61315597,1480560,57266,5000,7,29,1201,62102,1028012,45843166000
372,10733338800,1788889801,1788889824,3577784904,5194635000,1192593200,48348373,1307668,57186,5000,9,37,1368,62564,1038927,46167066000
373,11167204500,1861200773,1861201250,3722407381,4935525000,2791801125,64179337,1666250,64559,5000,4,29,1117,57659,987105,47095065000
374,11057435700,1842905952,1842906510,3685817376,5611600000,5528717850,68255776,1318245,52816,5000,2,27,1398,69786,1122320,48081319000
375,11068988406,1844831436,1844832158,3689671457,5484155000,1581284058,43924558,1442402,56807,5000,7,42,1279,64951,1096831,47864938000
376,11741494800,1956915849,1956915900,3913854750,5759390000,1956915800,38370899,1386900,56355,5000,6,51,1411,69450,1151878,50657096000
377,11736256200,1956042704,1956042886,3912087664,5048790000,3912085400,88911032,1632757,66608,5000,3,22,1198,58733,1009758,49218434000
378,11588491200,1931415210,1931415284,3862857978,5119330000,2317698240,64380507,1718341,64659,5000,5,30,1124,59742,1023866,48866964000
379,11192998502,1865499795,1865500780,3731000064,5113845000,1598999786,26274645,1390090,60096,5000,7,71,1342,62084,1022769,47537685000
380,10737099300,1789516554,1789517472,3579058956,5687020000,2684274825,42607537,1222348,46132,5000,4,42,1464,77583,1137404,47164371000
381,10749039005,1791506554,1791507445,3583059840,6056490000,565738895,28895267,904345,43632,5000,19,62,1981,82120,1211298,47943113000
382,11080049400,1846674912,1846675920,3693367105,5233895000,1846674900,57708591,1523660,59315,5000,6,32,1212,62267,1046779,47401288000
383,10789566300,1798261052,1798261209,3596577075,5050915000,3596522100,64223609,1437459,59423,5000,3,28,1251,60525,1010183,46067051000
384,10976202600,1829367110,1829367180,3658777430,5150800000,3658734200,44618710,1505652,58927,5000,3,41,1215,62090,1030160,46888942000
385,10794228900,1799038152,1799039320,3598090624,5131360000,1542032700,49973282,1456712,57944,5000,7,36,1235,62096,1026272,46243483000
386,10429533300,1738255581,1738256256,3476574450,5571110000,1042953330,29461959,1032832,48150,5000,10,59,1683,72203,1114222,45907331000
387,10702134000,1783689024,1783689358,3567389275,4893090000,2675533500,68603424,1515454,61385,5000,4,26,1177,58115,978618,45459960000
388,10182175500,1697029260,1697029893,3394096225,5184060000,2545543875,56567642,1337297,55211,5000,4,30,1269,61475,1036812,44308705000
389,10595135100,1765855872,1765856659,3531750400,5108455000,2119027020,49051552,1409303,58088,5000,5,36,1253,60800,1021691,45534027000
390,10373997900,1728999677,1729000679,3458022956,4804840000,10373997900,46729721,1590617,61934,5000,1,37,1087,55834,960968,44189673000
391,10508749800,1751458304,1751459304,3502921633,5066175000,10508749800,54733072,1309992,57611,5000,1,32,1337,60803,1013235,45161516000
392,10281172200,1713528720,1713529760,3427107866,5629055000,1713528700,57117624,1139315,46358,5000,6,30,1504,73927,1125811,45528684000
393,10896031800,1816005310,1816005520,3632059165,4834505000,1362003975,51885866,1694035,64915,5000,8,35,1072,55951,966901,45989116000
394,10654349100,1775724852,1775725420,3551460300,4838920000,10654349100,53809844,1474855,63081,5000,1,33,1204,56300,967784,45192337000
395,10742445000,1790407500,1790408420,3580828706,5192215000,1534635000,42628750,1260851,55718,5000,7,42,1420,64267,1038443,46192580000
396,10593244800,1765540814,1765540872,3531094896,5076460000,5296622400,51927671,1468836,57336,5000,2,34,1202,61586,1015292,45463736000
397,10498559100,1749759877,1749759942,3499559870,5447405000,3499519700,56443867,1280937,52265,5000,3,31,1366,66958,1089481,45890007000
398,10722502200,1787083722,1787084080,3574207515,4842815000,2680625550,57647862,1607090,62263,5000,4,31,1112,57405,968563,45427304000
399,10214839800,1702473320,1702474146,3405005556,5751160000,1276854975,42561833,1164483,44222,5000,8,40,1462,76998,1150232,45551786000
400,10679337300,1779889560,1779889980,3559815072,4890970000,2669834325,59329652,1419370,60192,5000,4,30,1254,59141,978194,45379731000
401,10513933128,1752322216,1752322585,2979950000,4747455000,1168214792,60424904,1293227,50000,5000,9,29,1355,59599,949491,43491965000
402,10648824752,1774804146,1774805335,3132800000,5170240000,2662206188,43287906,1396385,50000,5000,4,41,1271,62656,1034048,45002946000
403,10611984375,1768664089,1768664443,3156100000,5150255000,2122396875,41131723,1338883,50000,5000,5,43,1321,63122,1030051,44911335000
404,10699978125,1783329704,1783330424,3177950000,5250325000,3566659375,68589604,1400888,50000,5000,3,26,1273,63559,1050065,45389825000
405,10631634000,1771939015,1771939753,3154000000,5280940000,3543878000,50626829,1381091,50000,5000,3,35,1283,63080,1056188,45220904000
406,10780712250,1796785386,1796786796,3330200000,5326620000,2156142450,54448042,1246038,50000,5000,5,33,1442,66604,1065324,46062206000
407,11547951002,1924658523,1924659160,3274050000,5543475000,1649707286,71283649,1517870,50000,5000,7,27,1268,65481,1108695,48429586000
408,11176879125,1862813205,1862814116,3105050000,5195800000,2235375825,56448885,1497439,50000,5000,5,33,1244,62101,1039160,46406711000
409,11587959000,1931326524,1931327640,3206150000,5305530000,2896989750,53647959,1463127,50000,5000,4,36,1320,64123,1061106,47924584000
410,11244021381,1874003565,1874004569,3297100000,5444780000,1249335709,50648745,1438223,50000,5000,9,37,1303,65942,1088956,47467817000
411,11438730756,1906455132,1906455368,3170150000,5207770000,953227563,52957087,1446476,50000,5000,12,36,1318,63403,1041554,47259122000
412,11593398754,1932233158,1932233599,2994100000,5081125000,1656199822,56830387,1579913,50000,5000,7,34,1223,59882,1016225,47066180000
413,11258694000,1876449024,1876450184,3139850000,5311420000,2814673500,52123584,1493989,50000,5000,4,36,1256,62797,1062284,46925724000
414,11703832500,1950638760,1950639700,2936300000,4914085000,11703832500,55732536,1598885,50000,5000,1,35,1220,58726,982817,46910990000
415,10673459256,1778909895,1778911149,3570450000,5571295000,1334182407,50825997,1120927,50000,5000,8,35,1587,71409,1114259,46746048000
416,10720371000,1786728512,1786728859,3523500000,5610075000,1072037100,55835266,1190359,50000,5000,10,32,1501,70470,1122015,46854806000
417,11273319752,1878886648,1878887149,2943950000,5009085000,2818329938,55261372,1590929,50000,5000,4,34,1181,58879,1001817,45968256000
418,11485198128,1914199702,1914200960,3087400000,5128030000,1435649766,41613037,1454560,50000,5000,8,46,1316,61748,1025606,47058055000
419,11389472250,1898245404,1898246274,3005000000,5063185000,3796490750,57522588,1589821,50000,5000,3,33,1194,60100,1012637,46508296000
420,11398851000,1899808505,1899808931,3146450000,5327820000,1424856375,54280243,1600513,50000,5000,8,35,1187,62929,1065564,47345476000
421,11605721625,1934286948,1934288061,3147350000,5254365000,2321144325,53730193,1607887,50000,5000,5,36,1203,62947,1050873,47752021000
422,13231508250,2205251391,2205251583,3202200000,5521090000,2205251375,105011971,1705531,50000,5000,6,21,1293,64044,1104218,52730602000
423,11688461625,1948076962,1948077048,3497400000,5752140000,3896153875,41448446,1360389,50000,5000,3,47,1432,69948,1150428,49668311000
424,11094808130,1849134693,1849135674,3772800000,5798345000,1109480813,36257543,1096759,50000,5000,10,51,1686,75456,1159669,48728445000
425,12278664000,2046444029,2046444213,3303550000,5554745000,1534833000,49913269,1577829,50000,5000,8,41,1297,66071,1110949,50459694000
426,12228934500,2038155777,2038156505,3555100000,5872950000,3057233625,32351679,1393135,50000,5000,4,63,1463,71102,1174590,51466592000
427,12571445625,2095240950,2095241440,3570000000,5923600000,12571445625,63492150,1480736,50000,5000,1,33,1415,71400,1184720,52511055000
428,12939148881,2156524830,2156525280,3800150000,6290155000,1437683209,71884161,1375335,50000,5000,9,30,1568,76003,1258031,54685007000
