회차,1등총당첨액,2등총당첨액,3등총당첨액,4등총당첨액,5등총당첨액,인당1등당첨액,인당2등당첨액,인당3등당첨액,인당4등당첨액,인당5등당첨액,1등당첨인원수,2등당첨인원수,3등당첨인원수,4등당첨인원수,5등당첨인원수,총판매금액
429,13373142381,2228857097,2228857461,3412800000,5753260000,1485904709,60239381,1604649,50000,5000,9,37,1389,68256,1150652,53993833000
430,12894105752,2149017660,2149017696,3501950000,5903345000,1611763219,47755948,1483104,50000,5000,8,45,1449,70039,1180669,53194872000
431,12684340130,2114056730,2114057715,3343250000,5575270000,1268434013,49164110,1581195,50000,5000,10,43,1337,66865,1115054,51661947000
432,11497137750,1916189664,1916189962,4187700000,6657070000,2299427550,39920618,1096846,50000,5000,5,48,1747,83754,1331414,52348574000
433,13005238510,2167539784,2167540398,3295300000,5562685000,1182294410,52866824,1696041,50000,5000,11,41,1278,65906,1112537,52396606000
434,11840482128,1973413722,1973415266,3913150000,6089260000,1480060266,53335506,1056998,50000,5000,8,37,1867,78263,1217852,51579439000
435,12875500130,2145916689,2145917526,3391900000,5611400000,1287550013,69223119,1504851,50000,5000,10,31,1426,67838,1122280,52341267000
436,12098132632,2016355440,2016356475,3537100000,5766565000,1512266579,45826260,1414987,50000,5000,8,44,1425,70742,1153313,50869017000
437,12577472628,2096245470,2096245586,3226550000,5402695000,2096245438,63522590,1630051,50000,5000,6,33,1286,64531,1080539,50798417000
438,12394279503,2065713250,2065713656,3250500000,5408815000,1377142167,50383250,1585352,50000,5000,9,41,1303,65010,1081763,50370042000
439,11400464250,1900077399,1900077561,3766750000,5872985000,1900077375,57578103,1322253,50000,5000,6,33,1437,75335,1174597,49680708000
440,11975238000,1995873030,1995874335,3421400000,5517005000,1995873000,48679830,1335033,50000,5000,6,41,1495,68428,1103401,49810778000
441,12681668252,2113611402,2113611864,3001350000,5225820000,3170417063,50324081,1875432,50000,5000,4,42,1127,60027,1045164,50272122000
442,12720717378,2120119569,2120120783,3184950000,5464065000,1413413042,78522947,1668073,50000,5000,9,27,1271,63699,1092813,51219943000
443,11948378256,1991396404,1991396844,3720700000,5966165000,1327597584,48570644,1193883,50000,5000,9,41,1668,74414,1193233,51236072000
444,12462565875,2077094318,2077095160,3280550000,5439460000,4154188625,79888243,1635508,50000,5000,3,26,1270,65611,1087892,50673529000
445,12541781252,2090296880,2090297118,3071650000,5232515000,1791683036,74653460,1766946,50000,5000,7,28,1183,61433,1046503,50053080000
446,12153742875,2025623819,2025623875,3409900000,5682730000,4051247625,49405459,1473181,50000,5000,3,41,1375,68198,1136546,50595241000
447,10631764500,1771960775,1771962252,4218150000,6383685000,2657941125,57160025,1029612,50000,5000,4,31,1721,84363,1276737,49555042000
448,12078638250,2013106375,2013106914,3606100000,5959680000,4026212750,57517325,1415687,50000,5000,3,35,1422,72122,1191936,51341262000
449,12179145750,2029857648,2029858110,3298150000,5570125000,4059715250,52047632,1567458,50000,5000,3,39,1295,65963,1114025,50214272000
450,11942349750,1990391654,1990392842,3373050000,5569835000,1990391625,58540931,1475458,50000,5000,6,34,1349,67461,1113967,49732036000
451,11467806376,1911301063,1911301652,3734800000,5905375000,882138952,61654873,1185671,50000,5000,13,31,1612,74696,1181075,49861167000
452,11492118000,1915353024,1915353462,3343200000,5562355000,1276902000,39903188,1475619,50000,5000,9,48,1298,66864,1112471,48456758000
453,11313661875,1885610340,1885611628,3462500000,5480180000,2262732375,52378065,1335419,50000,5000,5,36,1412,69250,1096036,48055125000
454,11263879130,1877313221,1877313746,3724000000,5452100000,1609125590,43658447,1343818,50000,5000,7,43,1397,74480,1090420,48389211000
455,11449980381,1908330080,1908330784,3452800000,5665485000,1635711483,59635315,1317908,50000,5000,7,32,1448,69056,1133097,48769851000
456,11189535378,1864922592,1864923792,3792900000,5998060000,1598505054,47818528,1154037,50000,5000,7,39,1616,75858,1199612,49420681000
457,11599028250,1933171382,1933172382,3626200000,5747955000,1159902825,41131306,1283647,50000,5000,10,47,1506,72524,1149591,49679052000
458,12870501000,2145083512,2145083494,3645100000,6083360000,1608812625,41251606,1496918,50000,5000,8,52,1433,72902,1216672,53778256000
459,11590895631,1931815954,1931816764,3654200000,5836320000,1655842233,41995999,1260977,50000,5000,7,46,1532,73084,1167264,49890095000
460,12723583128,2120597190,2120598351,3339950000,5654090000,3180895782,70686573,1622493,50000,5000,4,30,1307,66799,1130818,51917635000
461,11692049250,1948674880,1948676527,3780250000,5942645000,1948674875,60896090,1134931,50000,5000,6,32,1717,75605,1188529,50624588000
462,11868474376,1978079064,1978080424,3355300000,5482845000,1483559297,50719976,1418996,50000,5000,8,39,1394,67106,1096569,49325555000
463,0,2023433208,2023434336,3112550000,5302560000,0,54687384,1613584,50000,5000,0,37,1254,62251,1060512,49205151000
464,43624374378,5247295950,5247297265,7994950000,13412820000,3355721106,67273025,1668457,50000,5000,13,78,3145,159899,2682564,126772274000
465,13465640251,2244273392,2244274859,4162200000,6780260000,1923662893,48788552,1295023,50000,5000,7,46,1733,83244,1356052,57793294000
466,13772821131,2295470210,2295471438,4156600000,6637015000,1530313459,41735822,1314703,50000,5000,9,55,1746,83132,1327403,58314753000
467,12918969756,2153161626,2153163096,4415700000,7050960000,1435441084,65247322,1188936,50000,5000,9,33,1811,88314,1410192,57383906000
468,13744774503,2290795782,2290795933,3535050000,5937860000,1527197167,69418054,1572269,50000,5000,9,33,1457,70701,1187572,55598552000
469,13320525000,2220087507,2220088763,3294000000,5627770000,3330131250,67275379,1738519,50000,5000,4,33,1277,65880,1125554,53364940000
470,12999991875,2166665328,2166666670,3585300000,6037860000,4333330625,80246864,1558753,50000,5000,3,27,1390,71706,1207572,53912965000
471,13575330006,2262555000,2262555425,3164850000,5480880000,1939332858,75418500,1856075,50000,5000,7,30,1219,63297,1096176,53492340000
472,12667592630,2111265450,2111265624,3410600000,5663880000,1809656090,91794150,1561587,50000,5000,7,23,1352,68212,1132776,51929207000
473,13001672252,2166945408,2166946314,3353200000,5744855000,3250418063,60192928,1650378,50000,5000,4,36,1313,67064,1148971,52867236000
474,14050362000,2341727040,2341727322,4075000000,6680425000,936690800,48785980,1347369,50000,5000,15,48,1738,81500,1336085,58978482000
475,13551384376,2258564088,2258565456,3762850000,6190275000,1693923047,68441336,1519896,50000,5000,8,33,1486,75257,1238055,56043275000
476,13759405876,2293234346,2293234564,3432150000,6017885000,3439851469,67448069,1772206,50000,5000,4,34,1294,68643,1203577,55591819000
477,15352094632,2558682456,2558682698,3650050000,6281195000,1919011829,77535832,1735877,50000,5000,8,33,1474,73001,1256239,60801409000
478,13821146626,2303524440,2303525695,3353450000,5706305000,987224759,65814984,1792627,50000,5000,14,35,1285,67069,1141261,54975901000
479,13398279000,2233046526,2233046685,3574450000,5985595000,2233046500,65677839,1607665,50000,5000,6,34,1389,71489,1197119,54848834000
480,11986969128,1997828200,1997828874,4814400000,6910815000,2996742282,39956564,1007478,50000,5000,4,50,1983,96288,1382163,55415681000
481,13918067250,2319677880,2319678748,3334750000,5929135000,4639355750,68225820,1792642,50000,5000,3,34,1294,66695,1185827,55642616000
482,13285448253,2214241380,2214241469,3926100000,6460695000,1897921179,73808046,1350971,50000,5000,7,30,1639,78522,1292139,56201452000
483,12835983375,2139330584,2139331292,4174000000,6502685000,2567196675,40364728,1134322,50000,5000,5,53,1886,83480,1300537,55582659000
484,13831818378,2305303072,2305303819,3514250000,5986315000,2305303063,72040721,1716533,50000,5000,6,32,1343,70285,1197263,55885979000
485,13513274253,2252212380,2252213754,3639250000,6189490000,1501474917,68248860,1601859,50000,5000,9,33,1406,72785,1237898,55692878000
486,13112243625,2185373938,2185374946,3632900000,6154520000,1008634125,75357722,1455946,50000,5000,13,29,1501,72658,1230904,54540823000
487,13110646128,2185107732,2185108560,3831950000,6325440000,1638830766,47502342,1376880,50000,5000,8,46,1587,76639,1265088,55276503000
488,13303935750,2217322635,2217322615,3461200000,5906765000,1330393575,67191595,1648567,50000,5000,10,33,1345,69224,1181353,54213092000
489,12638163750,2106360672,2106361748,3791100000,6137260000,2106360625,40506936,1369546,50000,5000,6,52,1538,75822,1227452,53558490000
490,13021639127,2170273203,2170274526,3298050000,5634825000,1860234161,74837007,1599318,50000,5000,7,29,1357,65961,1126965,52590121000
491,13218537752,2203089648,2203089840,3414500000,5667720000,3304634438,71067408,1619919,50000,5000,4,31,1360,68290,1133544,53413874000
492,12465069000,2077511520,2077511802,3466350000,5760285000,2493013800,51937788,1448753,50000,5000,5,40,1434,69327,1152057,51693454000
493,13060083006,2176680519,2176681056,3430400000,5772075000,1451120334,80617797,1621968,50000,5000,9,27,1342,68608,1154415,53231838000
494,12655060884,2109176840,2109177954,3708700000,6078680000,1054588407,52729421,1370486,50000,5000,12,40,1539,74174,1215736,53321589000
495,12669870000,2111645008,2111645984,3788100000,6141720000,2111645000,47991932,1346713,50000,5000,6,44,1568,75762,1228344,53645960000
496,13143729000,2190621522,2190622458,3343650000,5589280000,3285932250,47622207,1577122,50000,5000,4,46,1389,66873,1117856,52915804000
497,13336906878,2222817840,2222818444,3055050000,5368200000,2222817813,74093928,1936253,50000,5000,6,30,1148,61101,1073640,52411585000
498,12978012376,2163002065,2163002294,3423550000,5698060000,3244503094,61800059,1621441,50000,5000,4,35,1334,68471,1139612,52851253000
499,12211440750,2035240146,2035241434,3839850000,6262045000,4070480250,44244351,1344281,50000,5000,3,46,1514,76797,1252409,52767632000
500,12159651375,2026608624,2026609392,4248950000,6544315000,1351072375,29803068,1106832,50000,5000,9,68,1831,84979,1308863,54012267000
501,12100800376,2016800117,2016800973,3861750000,6362705000,3025200094,33062297,1230507,50000,5000,4,61,1639,77235,1272541,52717711000
502,13208748750,2201458149,2201459130,3508000000,5880655000,2201458125,71014779,1485465,50000,5000,6,31,1482,70160,1176131,54000640000
503,12975444377,2162574078,2162574148,3491100000,5994410000,1853634911,51489859,1673819,50000,5000,7,42,1292,69822,1198882,53572205000
504,12989132631,2164855452,2164855530,3162850000,5411825000,1443236959,74650188,1672995,50000,5000,9,29,1294,63257,1082365,51787037000
505,11507731128,1917955190,1917956160,3487900000,5720070000,1917955188,50472505,1331914,50000,5000,6,38,1440,69758,1144014,49103223000
506,12220001625,2036666940,2036667168,3764450000,6123870000,4073333875,61717180,1282536,50000,5000,3,33,1588,75289,1224774,52363311000
507,12747949875,2124658320,2124659619,3670550000,6151570000,1416438875,73264080,1442403,50000,5000,9,29,1473,73411,1230314,53638773000
508,12796462880,2132743828,2132744376,3773000000,6170245000,1599557860,68798188,1336306,50000,5000,8,31,1596,75460,1234049,54010391000
509,13445380500,2240896752,2240897380,3246700000,5521305000,2689076100,65908728,1824835,50000,5000,5,34,1228,64934,1104261,53390358000
510,13220790750,2203465125,2203466002,3486200000,5868575000,2644158150,88138605,1670558,50000,5000,5,25,1319,69724,1173715,53964992000
511,12993475500,2165579253,2165579616,3615500000,6045020000,2165579250,58529169,1420984,50000,5000,6,37,1524,72310,1209004,53970308000
512,12221227876,2036871356,2036871724,4121950000,6591980000,940094452,39170603,1210982,50000,5000,13,52,1682,82439,1318396,54017801000
513,13768874250,2294812404,2294812824,4113500000,6686775000,4589624750,42496526,1411324,50000,5000,3,54,1626,82270,1337355,58317548000
514,13353166500,2225527776,2225528430,3516150000,5905830000,4451055500,61820216,1634015,50000,5000,3,36,1362,70323,1181166,54452404000
515,13200466875,2200077845,2200079200,3738650000,6290195000,13200466875,62859367,1517296,50000,5000,1,35,1450,74773,1258039,55258935000
516,14236092002,2372682016,2372682090,3361650000,5849775000,1294190182,74146313,1773305,50000,5000,11,32,1338,67233,1169955,56385762000
517,13295288625,2215881440,2215882233,3542700000,5964360000,2659057725,55397036,1484181,50000,5000,5,40,1493,70854,1192872,54468223000
518,13582824750,2263804150,2263804115,3555500000,5994850000,2263804125,66582475,1678135,50000,5000,6,34,1349,71110,1198970,55321566000
519,13654209751,2275701632,2275702570,3570250000,6031240000,1950601393,71115676,1677010,50000,5000,7,32,1357,71405,1206248,55614206000
520,13003232628,2167205440,2167206302,3859800000,6304455000,2167205438,58573120,1332026,50000,5000,6,37,1627,77196,1260891,55003797000
521,13547367376,2257894605,2257894548,3779450000,6250080000,1693420922,42601785,1400679,50000,5000,8,53,1612,75589,1250016,56185373000
522,13689738000,2281623006,2281624150,3803900000,6469805000,2281623000,58503154,1526170,50000,5000,6,39,1495,76078,1293961,57053378000
523,12462490880,2077081847,2077083153,3985300000,6237270000,1780355840,48304229,1334029,50000,5000,7,43,1557,79706,1247454,53678449000
524,13966782376,2327797080,2327797542,3393300000,5815375000,3491695594,64661030,1739759,50000,5000,4,36,1338,67866,1163075,55662103000
525,13510191375,2251698598,2251699900,3689550000,6079865000,1501132375,54919478,1459300,50000,5000,9,41,1543,73791,1215973,55566007000
526,13419287631,2236547964,2236548672,3916250000,6455270000,1491031959,45643836,1453248,50000,5000,9,49,1539,78325,1291054,56527807000
527,13421022758,2236837135,2236838961,4160600000,6437520000,1032386366,77132315,1137183,50000,5000,13,29,1967,83212,1287504,56985634000
528,13176780375,2196130142,2196130882,4372150000,6833080000,1197889125,25536397,1212662,50000,5000,11,86,1811,87443,1366616,57548541000
529,13992918376,2332153065,2332153898,3753450000,6412215000,1749114797,70671305,1552699,50000,5000,8,33,1502,75069,1282443,57645779000
530,13548218629,2258036440,2258037558,3779750000,6276500000,1231656239,56450911,1558342,50000,5000,11,40,1449,75595,1255300,56241083000
531,13693677750,2282279664,2282281226,3937850000,6587445000,1521519750,54339992,1410557,50000,5000,9,42,1618,78757,1317489,57567064000
532,15518274002,2586379016,2586379920,3709300000,6443360000,2216896286,99476116,1747554,50000,5000,7,26,1480,74186,1288672,61687384000
533,14285372632,2380895440,2380896609,3925450000,6665065000,1785671579,54111260,1569477,50000,5000,8,44,1517,78509,1333013,59275357000
534,14215763250,2369293905,2369294722,3997150000,6662230000,14215763250,43078071,1541506,50000,5000,1,55,1537,79943,1332446,59227462000
535,14806809000,2467801500,2467801728,3837100000,6682430000,4935603000,79606500,1632144,50000,5000,3,31,1512,76742,1336486,60523884000
536,14393759633,2398959960,2398961036,4006950000,6683105000,1308523603,59973999,1431361,50000,5000,11,40,1676,80139,1336621,59763469000
537,14728272377,2454712085,2454713360,3763250000,6325715000,2104038911,70134631,1699940,50000,5000,7,35,1444,75265,1265143,59453323000
538,14064064875,2344010832,2344012464,4126450000,6738150000,4688021625,48833559,1359636,50000,5000,3,48,1724,82529,1347630,59233373000
539,14589330003,2431555014,2431555959,3779600000,6352395000,1621036667,57894167,1600761,50000,5000,9,42,1519,75592,1270479,59168870000
540,13925556750,2320926140,2320927344,3631450000,6170970000,1989365250,89266390,1647216,50000,5000,7,26,1409,72629,1234194,56739658000
541,13962598881,2327099840,2327099860,3695550000,6231175000,1269327171,58177496,1611565,50000,5000,11,40,1444,73911,1246235,57087047000
542,14010915378,2335152586,2335153184,3612100000,6181260000,2335152563,89813561,1603814,50000,5000,6,26,1456,72242,1236252,56949161000
543,13355218128,2225869710,2225870976,4076000000,6402165000,1112934844,47358930,1131032,50000,5000,12,47,1968,81520,1280433,56570245000
544,13603049629,2267174955,2267175075,3713150000,6177545000,1046388433,48237765,1484725,50000,5000,13,47,1527,74263,1235509,56056189000
545,13188937883,2198156352,2198157375,3865050000,6533285000,1198994353,52337056,1468375,50000,5000,11,42,1497,77301,1306657,55967171000
546,12178198500,2029699760,2029701070,5223450000,6895535000,405939950,36903632,652637,50000,5000,30,55,3110,104469,1379107,56713166000
547,14192222250,2365370424,2365371864,3776350000,6284920000,2838444450,43803156,1528018,50000,5000,5,54,1548,75527,1256984,57968466000
548,13894975128,2315829198,2315829824,3902850000,6456430000,1736871891,50344113,1406944,50000,5000,8,46,1646,78057,1291286,57771827000
549,14086440376,2347740080,2347741028,3585000000,6065385000,1760805047,67078288,1578844,50000,5000,8,35,1487,71700,1213077,56864611000
550,12305471255,2050911900,2050913128,5171050000,6642540000,1118679205,35360550,751801,50000,5000,11,58,2728,103421,1328508,56441770000
551,13526973750,2254495648,2254495680,3890550000,6568170000,13526973750,70452989,1565622,50000,5000,1,32,1440,77811,1313634,56989370000
552,13308242250,2218040415,2218041744,4320450000,6736420000,1330824225,49289787,1226793,50000,5000,10,45,1808,86409,1347284,57602386000
553,13497788628,2249631488,2249632359,3884350000,6362340000,2249631438,43262144,1365897,50000,5000,6,52,1647,77687,1272468,56487483000
554,13627787250,2271297910,2271299100,3721800000,6170050000,6813893625,55397510,1530525,50000,5000,2,41,1484,74436,1234010,56124466000
555,13688218880,2281369816,2281369902,3902300000,6483650000,1711027360,49594996,1468063,50000,5000,8,46,1554,78046,1296730,57273817000
556,14036464127,2339410718,2339411191,3684450000,6287660000,2005209161,57058798,1657981,50000,5000,7,41,1411,73689,1257532,57374791000
557,13216485002,2202747541,2202748704,3728450000,6192850000,1888069286,51226687,1465568,50000,5000,7,43,1503,74569,1238570,55086560000
558,13159136630,2193189465,2193189504,3891700000,6032285000,1315913663,43003715,1557663,50000,5000,10,51,1408,77834,1206457,54939001000
559,13483019256,2247169890,2247170850,3691150000,6198200000,1926145608,53504045,1434975,50000,5000,7,42,1566,73823,1239640,55733418000
560,13836880505,2306146760,2306148156,3656150000,6177325000,1976697215,57653669,1562431,50000,5000,7,40,1476,73123,1235465,56565298000
561,13768561125,2294760201,2294761368,3698300000,6262810000,2753712225,55969761,1600252,50000,5000,5,41,1434,73966,1252562,56638383000
562,12833640754,2138940153,2138940923,4254700000,6777885000,1166694614,41940003,1195607,50000,5000,11,51,1789,85094,1355577,56288212000
563,13529149501,2254858250,2254858438,3997250000,6623950000,1932735643,59338375,1373239,50000,5000,7,38,1642,79945,1324790,57320132000
564,13543608001,2257268000,2257268279,4155000000,6793090000,1934801143,70539625,1368871,50000,5000,7,32,1649,83100,1358618,58012468000
565,13936515752,2322752640,2322753882,4271900000,6924390000,1742064469,59557760,1244777,50000,5000,8,39,1866,85438,1384878,59556622000
566,14035804128,2339300705,2339301570,3739450000,6379450000,3508951032,66837163,1504374,50000,5000,4,35,1555,74789,1275890,57666611000
567,13911956628,2318659476,2318660617,3814200000,6356260000,2318659438,43748292,1498811,50000,5000,6,53,1547,76284,1271252,57439471000
568,13051675500,2175279250,2175280830,4389200000,7049380000,1305167550,43505585,1179014,50000,5000,10,50,1845,87784,1409876,57681628000
569,13871700752,2311950132,2311950728,4079100000,6646250000,3467925188,64220837,1355188,50000,5000,4,36,1706,81582,1329250,58441902000
570,13750124625,2291687470,2291687970,3878250000,6615390000,1527791625,60307565,1456890,50000,5000,9,38,1573,77565,1323078,57654279000
571,13765769255,2294294904,2294296122,3702100000,6190305000,1966538465,69524088,1523437,50000,5000,7,33,1506,74042,1238061,56493528000
572,13345729504,2224288259,2224288500,4068050000,6374445000,1668216188,41967703,1282750,50000,5000,8,53,1734,81361,1274889,56473602000
573,13165534128,2194255700,2194256198,3949850000,6542465000,1645691766,43885114,1352809,50000,5000,8,50,1622,78997,1308493,56092721000
574,13930369876,2321728332,2321729454,3445500000,5922140000,6965184938,70355404,1844106,50000,5000,2,33,1259,68910,1184428,55882933000
575,13594143000,2265690510,2265691296,3750000000,6289845000,1699267875,50348678,1522642,50000,5000,8,45,1488,75000,1257969,56330738000
576,12965898000,2160983016,2160984399,3845150000,6212560000,4321966000,40018204,1384359,50000,5000,3,54,1561,76903,1242512,54691148000
577,13453315125,2242219224,2242220470,3957500000,6610160000,4484438375,53386172,1469345,50000,5000,3,42,1526,79150,1322032,57010827000
578,13982332875,2330388827,2330390090,4015150000,6634110000,2796466575,54195089,1442966,50000,5000,5,43,1615,80303,1326822,58584741000
579,15356752884,2559458814,2559459960,4250550000,7040215000,1396068444,55640409,1446840,50000,5000,11,46,1769,85011,1408043,63532871000
580,14200273500,2366712264,2366712585,4317600000,7005810000,2028610500,56350292,1421449,50000,5000,7,42,1665,86352,1401162,60514216000
581,14756436376,2459406066,2459406752,3848200000,6605280000,1844554547,63061694,1777028,50000,5000,8,39,1384,76964,1321056,60257457000
582,14242234876,2373705834,2373706839,3995850000,6667980000,3560558719,41643962,1455369,50000,5000,4,57,1631,79917,1333596,59306953000
583,14760331883,2460055329,2460056588,4429150000,7228055000,1341848353,48236379,1347238,50000,5000,11,51,1826,88583,1445611,62675295000
584,15099549750,2516591648,2516592576,3898600000,6640595000,5033183250,78643489,1718984,50000,5000,3,32,1464,77972,1328119,61343856000
585,14584917006,2430819540,2430820328,3984550000,6695395000,1620546334,54018212,1590851,50000,5000,9,45,1528,79691,1339079,60253002000
586,14226834752,2371139138,2371139600,4048250000,6733685000,1778354344,51546503,1510280,50000,5000,8,46,1570,80965,1346737,59502096000
587,14923732125,2487288689,2487288930,3687250000,6272190000,4974577375,57843923,1730890,50000,5000,3,43,1437,73745,1254438,59715499000
588,14446710375,2407785086,2407785176,3925850000,6578420000,2889342075,55995002,1436626,50000,5000,5,43,1676,78517,1315684,59533101000
589,14958145881,2493024324,2493024962,3871750000,6505920000,2136877983,59357722,1599118,50000,5000,7,42,1559,77435,1301184,60643729000
590,15296287881,2549381317,2549382310,3500950000,6105565000,2185183983,82238107,1860863,50000,5000,7,31,1370,70019,1221113,60003131000
591,14823381000,2470563502,2470563809,3665500000,6256965000,2964676200,65014829,1665923,50000,5000,5,38,1483,73310,1251393,59373946000
592,14138290128,2356381692,2356382888,3775950000,6421735000,2356381688,84156489,1675948,50000,5000,6,28,1406,75519,1284347,58097477000
593,13795501500,2299250284,2299251870,4370650000,6919450000,1532833500,37084682,1264715,50000,5000,9,62,1818,87413,1383890,59368204000
594,13811520756,2301920166,2301920250,3957850000,6509010000,1255592796,54807623,1315383,50000,5000,11,42,1750,79157,1301802,57764442000
595,13956201752,2326033638,2326033656,3882600000,6407775000,1744525219,43074697,1549656,50000,5000,8,54,1501,77652,1281555,57797288000
596,13282676630,2213779461,2213779672,4000350000,6569950000,1328267663,53994621,1340872,50000,5000,10,41,1651,80007,1313990,56561071000
597,13752967878,2292161324,2292161548,3777650000,6301240000,1057920606,49829594,1496189,50000,5000,13,46,1532,75553,1260248,56832361000
598,13343977504,2223996250,2223996423,4300250000,6667055000,833998594,44479925,1083291,50000,5000,16,50,2053,86005,1333411,57518550000
599,13687346632,2281224476,2281225455,3953450000,6487650000,1710918329,53051732,1353843,50000,5000,8,43,1685,79069,1297530,57381791000
600,13526980875,2254496848,2254497168,3856900000,6293385000,901798725,54987728,1485176,50000,5000,15,41,1518,77138,1258677,56372519000
601,13721086881,2286847836,2286848100,3611650000,6027795000,1524565209,81673137,1508475,50000,5000,9,28,1516,72233,1205559,55868455000
602,13516246880,2252707842,2252709175,3851300000,6258465000,1689530860,53635901,1344901,50000,5000,8,42,1675,77026,1251693,56262855000
603,13808546252,2301424380,2301425500,3589950000,6136980000,3452136563,76714146,1688500,50000,5000,4,30,1363,71799,1227396,56276650000
604,13520557127,2253426192,2253426216,3773800000,6331990000,1229141557,62595172,1553016,50000,5000,11,36,1451,75476,1266398,56266399000
605,12548090250,2091348400,2091349386,4649000000,6931675000,1394232250,52283710,914851,50000,5000,9,40,2286,92980,1386335,56622924000
606,13115668500,2185944772,2185945368,4143950000,6832940000,1311566850,49680563,1417604,50000,5000,10,44,1542,82879,1366588,56928896000
607,13977923628,2329653970,2329655344,3663850000,6102025000,3494480907,66561542,1608878,50000,5000,4,35,1448,73277,1220405,56806213000
608,13604710126,2267451712,2267452396,3717650000,6215795000,1943530018,70857866,1495681,50000,5000,7,32,1516,74353,1243159,56146117000
609,12678622876,2113103832,2113104801,4023600000,6500670000,6339311438,44959656,1303581,50000,5000,2,47,1621,80472,1300134,54858201000
610,14064073500,2344012258,2344012620,3585900000,6093380000,3516018375,68941537,1676690,50000,5000,4,34,1398,71718,1218676,56862756000
611,14010824628,2335137472,2335137550,3729450000,6294990000,3502706157,49683776,1571425,50000,5000,4,47,1486,74589,1258998,57411079000
612,12998757750,2166459645,2166461193,4311400000,6822580000,1181705250,36719655,1181921,50000,5000,11,59,1833,86228,1364516,56931314000
613,13948480881,2324746830,2324746982,3897250000,6497900000,1549831209,77491561,1511539,50000,5000,9,30,1538,77945,1299580,57986249000
614,15245852628,2540975462,2540976246,4019650000,6803535000,2540975438,55238597,1668402,50000,5000,6,46,1523,80393,1360707,62301977000
615,13815561753,2302593634,2302594330,4199050000,6916390000,1535062417,74277214,1378799,50000,5000,9,31,1670,83981,1383278,59072378000
616,14506301250,2417716889,2417717900,4055900000,6754045000,1611811250,49341161,1422187,50000,5000,9,49,1700,81118,1350809,60303360000
617,13037614880,2172935813,2172936012,4686550000,7409025000,1629701860,50533391,1090284,50000,5000,8,43,1993,93731,1481805,58958123000
618,14406631125,2401105230,2401105806,3762150000,6304410000,2881326225,53357894,1518726,50000,5000,5,45,1581,75243,1260882,58550803000
619,13837438125,2306239731,2306240336,4185500000,6776045000,4612479375,39088809,1347103,50000,5000,3,59,1712,83710,1355209,58822925000
620,14197982631,2366330472,2366332023,3907750000,6332995000,2028283233,53780238,1424643,50000,5000,7,44,1661,78155,1266599,58342777000
621,14158341000,2359723534,2359724940,4142150000,6683670000,2359723500,38060057,1517508,50000,5000,6,62,1555,82843,1336734,59407216000
622,14675384628,2445897440,2445897888,3881300000,6352185000,1630598292,71938160,1501472,50000,5000,9,34,1629,77626,1270437,59601329000
623,14509620752,2418270155,2418270400,3676100000,6229810000,1813702594,69093433,1660900,50000,5000,8,35,1456,73522,1245962,58504142000
624,13818647250,2303107887,2303108280,3942000000,6549500000,2763729450,37755867,1463220,50000,5000,5,61,1574,78840,1309900,57832726000
625,13825923375,2304320580,2304321374,4100700000,6772225000,2765184675,51207124,1393181,50000,5000,5,45,1654,82014,1354445,58614979000
626,13742968880,2290494825,2290494936,4313050000,6856085000,1717871110,50899885,1296996,50000,5000,8,45,1766,86261,1371217,58986187000
627,13522306500,2253717760,2253719072,3741200000,6219725000,1352230650,64391936,1471096,50000,5000,10,35,1532,74824,1243945,55981334000
628,13499485875,2249914315,2249915536,4007350000,6619890000,1499942875,60808495,1382012,50000,5000,9,37,1628,80147,1323978,57253109000
629,14597167875,2432861330,2432861922,3427700000,5918760000,2919433575,71554745,1841682,50000,5000,5,34,1321,68554,1183752,57618701000
630,14508916500,2418152784,2418153220,4219000000,7103725000,4836305500,50378183,1482620,50000,5000,3,48,1631,84380,1420745,61335894000
631,15679414128,2613235712,2613235960,4285500000,7458925000,3919853532,56809472,1559210,50000,5000,4,46,1676,85710,1491785,65300621000
632,15758464876,2626410852,2626411935,3920900000,6601115000,1432587716,50507901,1596603,50000,5000,11,52,1645,78418,1320223,63066603000
633,14607085128,2434514225,2434515925,4380650000,7151135000,1217257094,51798175,1360825,50000,5000,12,47,1789,87613,1430227,62015797000
634,14013156378,2335526082,2335527456,5075700000,7814875000,1077935106,43250483,1057757,50000,5000,13,54,2208,101514,1562975,63149567000
635,14844697880,2474116330,2474117250,4283750000,7138130000,1855587235,70689038,1499465,50000,5000,8,35,1650,85675,1427626,62429621000
636,14658897752,2443149632,2443150116,4541500000,7306500000,1832362219,55526128,1238292,50000,5000,8,44,1973,90830,1461300,62786394000
637,15596964376,2599494075,2599495431,4107350000,6849130000,3899241094,57766535,1587963,50000,5000,4,45,1637,82147,1369826,63504865000
638,15605822253,2600970382,2600970768,4239050000,7112980000,2229403179,63438302,1513072,50000,5000,7,41,1719,84781,1422596,64319586000
639,16244740876,2707456815,2707458424,4243050000,7198595000,4061185219,60165707,1663058,50000,5000,4,45,1628,84861,1439719,66202599000
640,15558919506,2593153296,2593153684,4270500000,7024525000,1728768834,54024027,1582156,50000,5000,9,48,1639,85410,1404905,64080502000
641,15920596504,2653432750,2653434025,3957250000,6701855000,1990074563,53068655,1695485,50000,5000,8,50,1565,79145,1340371,63773134000
